2021-07-09 15:49:33 root         INFO     Starting sales producer
2021-07-09 15:49:34 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625863773744} to topic salesitems partition 0 offset 9
2021-07-09 15:52:31 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625863950976} to topic salesitems partition 0 offset 349
2021-07-09 15:52:36 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625863956188} to topic salesitems partition 0 offset 359
2021-07-09 15:52:41 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625863961401} to topic salesitems partition 0 offset 369
2021-07-09 15:52:46 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625863966613} to topic salesitems partition 0 offset 379
2021-07-09 15:52:52 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625863971823} to topic salesitems partition 0 offset 389
2021-07-09 15:52:57 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625863977035} to topic salesitems partition 0 offset 399
2021-07-09 15:53:02 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625863982246} to topic salesitems partition 0 offset 409
2021-07-09 15:53:07 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625863987454} to topic salesitems partition 0 offset 419
2021-07-09 15:53:12 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625863992667} to topic salesitems partition 0 offset 429
2021-07-09 15:53:18 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625863997878} to topic salesitems partition 0 offset 439
2021-07-09 15:53:23 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864003090} to topic salesitems partition 0 offset 449
2021-07-09 15:53:28 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864008304} to topic salesitems partition 0 offset 459
2021-07-09 15:53:33 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864013516} to topic salesitems partition 0 offset 469
2021-07-09 15:53:38 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864018728} to topic salesitems partition 0 offset 479
2021-07-09 15:53:44 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864023940} to topic salesitems partition 0 offset 489
2021-07-09 15:53:49 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864029153} to topic salesitems partition 0 offset 499
2021-07-09 15:53:54 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864034359} to topic salesitems partition 0 offset 509
2021-07-09 15:53:59 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864039570} to topic salesitems partition 0 offset 519
2021-07-09 15:54:04 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864044781} to topic salesitems partition 0 offset 529
2021-07-09 15:54:10 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864049991} to topic salesitems partition 0 offset 539
2021-07-09 15:54:15 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864055203} to topic salesitems partition 0 offset 549
2021-07-09 15:54:20 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864060411} to topic salesitems partition 0 offset 559
2021-07-09 15:54:25 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864065620} to topic salesitems partition 0 offset 569
2021-07-09 15:54:31 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864070830} to topic salesitems partition 0 offset 579
2021-07-09 15:54:36 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864076039} to topic salesitems partition 0 offset 589
2021-07-09 15:54:41 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864081250} to topic salesitems partition 0 offset 599
2021-07-09 15:54:46 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864086459} to topic salesitems partition 0 offset 609
2021-07-09 15:54:51 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864091670} to topic salesitems partition 0 offset 619
2021-07-09 15:54:57 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864096885} to topic salesitems partition 0 offset 629
2021-07-09 15:55:02 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625864102097} to topic salesitems partition 0 offset 639
2021-07-09 15:55:07 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864107311} to topic salesitems partition 0 offset 649
2021-07-09 15:55:12 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864112518} to topic salesitems partition 0 offset 659
2021-07-09 15:55:17 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864117727} to topic salesitems partition 0 offset 669
2021-07-09 15:55:23 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864122939} to topic salesitems partition 0 offset 679
2021-07-09 15:55:28 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625864128152} to topic salesitems partition 0 offset 689
2021-07-09 15:55:33 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864133365} to topic salesitems partition 0 offset 699
2021-07-09 15:55:38 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864138576} to topic salesitems partition 0 offset 709
2021-07-09 15:55:43 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864143786} to topic salesitems partition 0 offset 719
2021-07-09 15:55:49 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864148999} to topic salesitems partition 0 offset 729
2021-07-09 15:55:54 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864154211} to topic salesitems partition 0 offset 739
2021-07-09 15:55:59 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864159427} to topic salesitems partition 0 offset 749
2021-07-09 15:56:04 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864164641} to topic salesitems partition 0 offset 759
2021-07-09 15:56:10 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864169854} to topic salesitems partition 0 offset 769
2021-07-09 15:56:15 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625864175062} to topic salesitems partition 0 offset 779
2021-07-09 15:56:20 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864180269} to topic salesitems partition 0 offset 789
2021-07-09 15:56:25 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864185483} to topic salesitems partition 0 offset 799
2021-07-09 15:56:30 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864190691} to topic salesitems partition 0 offset 809
2021-07-09 15:56:36 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864195901} to topic salesitems partition 0 offset 819
2021-07-09 15:56:41 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864201108} to topic salesitems partition 0 offset 829
2021-07-09 15:56:46 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864206318} to topic salesitems partition 0 offset 839
2021-07-09 15:56:51 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864211527} to topic salesitems partition 0 offset 849
2021-07-09 15:56:56 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 2, 'product_price': 3.99, 'sale_ts': 1625864216733} to topic salesitems partition 0 offset 859
2021-07-09 15:57:02 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864221940} to topic salesitems partition 0 offset 869
2021-07-09 15:57:07 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864227152} to topic salesitems partition 0 offset 879
2021-07-09 15:57:12 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864232357} to topic salesitems partition 0 offset 889
2021-07-09 15:57:17 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864237568} to topic salesitems partition 0 offset 899
2021-07-09 15:57:22 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864242779} to topic salesitems partition 0 offset 909
2021-07-09 15:57:28 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864247989} to topic salesitems partition 0 offset 919
2021-07-09 15:57:33 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 5, 'product_price': 3.99, 'sale_ts': 1625864253200} to topic salesitems partition 0 offset 929
2021-07-09 15:57:38 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864258416} to topic salesitems partition 0 offset 939
2021-07-09 15:57:43 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864263627} to topic salesitems partition 0 offset 949
2021-07-09 15:57:49 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864268839} to topic salesitems partition 0 offset 959
2021-07-09 15:57:54 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864274044} to topic salesitems partition 0 offset 969
2021-07-09 15:57:59 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864279255} to topic salesitems partition 0 offset 979
2021-07-09 15:58:04 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864284465} to topic salesitems partition 0 offset 989
2021-07-09 15:58:09 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864289677} to topic salesitems partition 0 offset 999
2021-07-09 15:58:15 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864294887} to topic salesitems partition 0 offset 1009
2021-07-09 15:58:20 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864300097} to topic salesitems partition 0 offset 1019
2021-07-09 15:58:25 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864305308} to topic salesitems partition 0 offset 1029
2021-07-09 15:58:30 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864310519} to topic salesitems partition 0 offset 1039
2021-07-09 15:58:35 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 3, 'product_price': 4.99, 'sale_ts': 1625864315733} to topic salesitems partition 0 offset 1049
2021-07-09 15:58:41 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864320942} to topic salesitems partition 0 offset 1059
2021-07-09 15:58:46 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864326152} to topic salesitems partition 0 offset 1069
2021-07-09 15:58:51 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864331362} to topic salesitems partition 0 offset 1079
2021-07-09 15:58:56 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864336570} to topic salesitems partition 0 offset 1089
2021-07-09 15:59:01 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 3, 'product_price': 1.99, 'sale_ts': 1625864341784} to topic salesitems partition 0 offset 1099
2021-07-09 15:59:07 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 1, 'product_price': 3.99, 'sale_ts': 1625864346995} to topic salesitems partition 0 offset 1109
2021-07-09 15:59:12 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864352206} to topic salesitems partition 0 offset 1119
2021-07-09 15:59:17 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864357416} to topic salesitems partition 0 offset 1129
2021-07-09 15:59:22 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864362629} to topic salesitems partition 0 offset 1139
2021-07-09 15:59:28 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864367842} to topic salesitems partition 0 offset 1149
2021-07-09 15:59:33 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864373049} to topic salesitems partition 0 offset 1159
2021-07-09 15:59:38 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864378260} to topic salesitems partition 0 offset 1169
2021-07-09 15:59:43 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864383471} to topic salesitems partition 0 offset 1179
2021-07-09 15:59:48 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864388686} to topic salesitems partition 0 offset 1189
2021-07-09 15:59:54 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864393899} to topic salesitems partition 0 offset 1199
2021-07-09 15:59:59 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864399110} to topic salesitems partition 0 offset 1209
2021-07-09 16:00:04 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 5, 'product_price': 4.99, 'sale_ts': 1625864404318} to topic salesitems partition 0 offset 1219
2021-07-09 16:00:09 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 3, 'product_price': 3.99, 'sale_ts': 1625864409530} to topic salesitems partition 0 offset 1229
2021-07-09 16:00:14 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 4, 'product_price': 1.99, 'sale_ts': 1625864414743} to topic salesitems partition 0 offset 1239
2021-07-09 16:00:20 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864419955} to topic salesitems partition 0 offset 1249
2021-07-09 16:00:25 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864425170} to topic salesitems partition 0 offset 1259
2021-07-09 16:00:30 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864430385} to topic salesitems partition 0 offset 1269
2021-07-09 16:00:35 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 2, 'product_price': 4.99, 'sale_ts': 1625864435597} to topic salesitems partition 0 offset 1279
2021-07-09 16:00:41 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864440806} to topic salesitems partition 0 offset 1289
2021-07-09 16:00:46 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864446016} to topic salesitems partition 0 offset 1299
2021-07-09 16:00:51 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 5, 'product_price': 1.99, 'sale_ts': 1625864451227} to topic salesitems partition 0 offset 1309
2021-07-09 16:00:56 root         INFO     Produced {'seller_id': 'OMA', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864456439} to topic salesitems partition 0 offset 1319
2021-07-09 16:01:01 root         INFO     Produced {'seller_id': 'DEN', 'product': 'Toothbrush', 'quantity': 4, 'product_price': 3.99, 'sale_ts': 1625864461652} to topic salesitems partition 0 offset 1329
2021-07-09 16:01:07 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 2, 'product_price': 1.99, 'sale_ts': 1625864466866} to topic salesitems partition 0 offset 1339
2021-07-09 16:01:12 root         INFO     Produced {'seller_id': 'KC', 'product': 'Toothpaste', 'quantity': 4, 'product_price': 4.99, 'sale_ts': 1625864472078} to topic salesitems partition 0 offset 1349
2021-07-09 16:01:17 root         INFO     Produced {'seller_id': 'KC', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864477292} to topic salesitems partition 0 offset 1359
2021-07-09 16:01:22 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Dental Floss', 'quantity': 1, 'product_price': 1.99, 'sale_ts': 1625864482505} to topic salesitems partition 0 offset 1369
2021-07-09 16:01:27 root         INFO     Produced {'seller_id': 'LNK', 'product': 'Toothpaste', 'quantity': 1, 'product_price': 4.99, 'sale_ts': 1625864487718} to topic salesitems partition 0 offset 1379
